Date,Close,Open,High,Low,Log_Returns
2020-06-12,3041.31,3071.04,3088.42,2984.47,0.012976299868566436
2020-06-15,3066.59,2993.76,3079.76,2965.66,0.008277851423430304
2020-06-16,3124.74,3131.0,3153.45,3076.06,0.01878488465267299
2020-06-17,3113.49,3136.13,3141.16,3108.03,-0.003606796221336869
2020-06-18,3115.34,3101.64,3120.0,3093.51,0.0005940120550401924
2020-06-19,3097.74,3140.29,3155.53,3083.11,-0.005665482200964775
2020-06-22,3117.86,3094.42,3120.92,3079.39,0.006474055690439126
2020-06-23,3131.29,3138.7,3154.9,3127.12,0.0042981911703125365
2020-06-24,3050.33,3114.4,3115.01,3032.13,-0.02619527873275449
2020-06-25,3083.76,3046.6,3086.25,3024.01,0.010899850173409288
2020-06-26,3009.05,3073.2,3073.73,3004.63,-0.024525217335129464
2020-06-29,3053.24,3018.59,3053.89,2999.74,0.014578907539069857
2020-06-30,3100.29,3050.2,3111.51,3047.83,0.01529233363768146
2020-07-01,3115.86,3105.92,3128.44,3101.17,0.005009542099664131
2020-07-02,3130.01,3143.64,3165.81,3124.52,0.00453100183265328
2020-07-06,3179.72,3155.29,3182.59,3155.29,0.015756943165826313
2020-07-07,3145.32,3166.44,3184.15,3142.93,-0.010877508816987262
2020-07-08,3169.94,3153.07,3171.8,3136.53,0.007797026481291786
2020-07-09,3152.05,3176.17,3179.78,3115.7,-0.005659625451287915
2020-07-10,3185.04,3152.47,3186.82,3136.22,0.010411813000986475
2020-07-13,3155.22,3205.08,3235.32,3149.43,-0.00940662366648347
2020-07-14,3197.52,3141.11,3200.95,3127.66,0.013317285189446137
2020-07-15,3226.56,3225.98,3238.28,3200.76,0.009041044884784208
2020-07-16,3215.57,3208.36,3220.39,3198.59,-0.003411918313161816
2020-07-17,3224.73,3224.21,3233.52,3205.65,0.0028445899031588197
2020-07-20,3251.84,3224.29,3258.61,3215.16,0.008371764170464781
2020-07-21,3257.3,3268.52,3277.29,3247.77,0.0016776413721593887
2020-07-22,3276.02,3254.86,3279.32,3253.1,0.005730639622957727
2020-07-23,3235.66,3271.64,3279.99,3222.66,-0.012396345287241563
2020-07-24,3215.63,3218.58,3227.26,3200.05,-0.006209630744305032
2020-07-27,3239.41,3219.84,3241.43,3214.25,0.007367919510066761
2020-07-28,3218.44,3234.27,3243.72,3216.17,-0.006494444344686342
2020-07-29,3258.44,3227.22,3264.74,3227.22,0.012351783128253628
2020-07-30,3246.22,3231.76,3250.92,3204.13,-0.0037573107206831397
2020-07-31,3271.12,3270.45,3272.17,3220.26,0.007641191392371668
2020-08-03,3294.61,3288.26,3302.73,3284.53,0.007155365883905606
2020-08-04,3306.51,3296.6,3306.84,3286.37,0.00360545267801785
2020-08-05,3327.77,3317.37,3330.77,3317.37,0.0064091575198012216
2020-08-06,3349.16,3323.17,3351.03,3318.14,0.006407158132423376
2020-08-07,3351.28,3340.05,3352.54,3328.72,0.0006327942853730394
2020-08-10,3360.47,3356.04,3363.29,3335.44,0.0027384827334759297
2020-08-11,3333.69,3370.34,3381.01,3326.44,-0.008001046543221289
2020-08-12,3380.35,3355.46,3387.89,3355.46,0.013899455827979215
2020-08-13,3373.43,3372.95,3387.24,3363.35,-0.0020492235227105187
2020-08-14,3372.85,3368.66,3378.51,3361.64,-0.0001719466139647112
2020-08-17,3381.99,3380.86,3387.59,3379.22,0.0027062093485908582
2020-08-18,3389.78,3387.04,3395.06,3370.15,0.002300728889572129
2020-08-19,3374.85,3392.51,3399.54,3369.66,-0.004414143638946041
2020-08-20,3385.51,3360.48,3390.8,3354.69,0.0031536808202811935
2020-08-21,3397.16,3386.01,3399.96,3379.31,0.0034352287393030465
2020-08-24,3431.28,3418.09,3432.09,3413.13,0.009993580954932106
2020-08-25,3443.62,3435.95,3444.21,3425.84,0.00358987425339455
2020-08-26,3478.73,3449.97,3481.07,3444.15,0.010144040989640822
2020-08-27,3484.55,3485.14,3501.38,3468.35,0.0016716264045830256
2020-08-28,3508.01,3494.69,3509.23,3484.32,0.00671001407851169
2020-08-31,3500.31,3509.73,3514.77,3493.25,-0.0021973891312895358
2020-09-01,3526.65,3507.44,3528.03,3494.6,0.007496875851234013
2020-09-02,3580.84,3543.76,3588.11,3535.23,0.015248997908235747
2020-09-03,3455.06,3564.74,3564.85,3427.41,-0.035757586556313434
2020-09-04,3426.96,3453.6,3479.15,3349.63,-0.0081662523968659
2020-09-08,3331.84,3371.88,3379.97,3329.27,-0.02814886686405828
2020-09-09,3398.96,3369.82,3424.77,3366.84,0.019944798533671326
2020-09-10,3339.19,3412.56,3425.55,3329.25,-0.01774123987058698
2020-09-11,3340.97,3352.7,3368.95,3310.47,0.000532921379765575
2020-09-14,3383.54,3363.56,3402.93,3363.56,0.012661314711189059
2020-09-15,3401.2,3407.73,3419.48,3389.25,0.005205811831507181
2020-09-16,3385.49,3411.23,3428.92,3384.45,-0.004629658363745304
2020-09-17,3357.01,3346.86,3375.17,3328.82,-0.008447955322129995
2020-09-18,3319.47,3357.38,3362.27,3292.4,-0.011245565213035068
2020-09-21,3281.06,3285.57,3285.57,3229.1,-0.011638590711243436
2020-09-22,3315.57,3295.75,3320.31,3270.95,0.010463013638868866
2020-09-23,3236.92,3320.11,3323.35,3232.57,-0.024007294161091854
2020-09-24,3246.59,3226.14,3278.7,3209.45,0.0029829543473573147
2020-09-25,3298.46,3236.66,3306.88,3228.44,0.015850478138509476
2020-09-28,3351.6,3333.9,3360.74,3332.91,0.015982150874003728
2020-09-29,3335.47,3350.92,3357.92,3327.54,-0.004824244783809024
2020-09-30,3363.0,3341.21,3393.56,3340.47,0.008219833784947334
2020-10-01,3380.8,3385.87,3397.18,3361.39,0.005278935121522738
2020-10-02,3348.44,3338.94,3369.1,3323.69,-0.009617802143182246
2020-10-05,3408.63,3367.27,3409.57,3367.27,0.01781588530117781
2020-10-06,3360.95,3408.74,3431.56,3354.54,-0.014086778930182592
2020-10-07,3419.45,3384.56,3426.26,3384.56,0.01725604732087949
2020-10-08,3446.83,3434.28,3447.28,3428.15,0.007975248642444218
2020-10-09,3477.13,3459.67,3482.34,3458.07,0.008752272809348647
2020-10-12,3534.22,3500.02,3549.85,3499.61,0.01628538348497012
2020-10-13,3511.93,3534.01,3534.01,3500.86,-0.006326880453748811
2020-10-14,3488.67,3515.47,3527.94,3480.55,-0.006645169155040894
2020-10-15,3483.34,3453.72,3489.08,3440.89,-0.0015289711398439405
2020-10-16,3483.81,3493.5,3515.76,3480.45,0.00013491886946954788
2020-10-19,3426.92,3493.66,3502.42,3419.93,-0.016464623898632638
2020-10-20,3443.12,3439.38,3476.93,3435.65,0.004716138487297713
2020-10-21,3435.56,3439.91,3464.86,3433.06,-0.0021980970313859494
2020-10-22,3453.49,3438.5,3460.53,3415.34,0.005205373886326262
2020-10-23,3465.39,3464.9,3466.46,3440.45,0.0034398664911297477
2020-10-26,3400.97,3441.42,3441.42,3364.86,-0.018764495369547173
2020-10-27,3390.68,3403.15,3409.51,3388.71,-0.0030301938037524704
2020-10-28,3271.03,3342.48,3342.48,3268.89,-0.03592557122600889
2020-10-29,3310.11,3277.17,3341.05,3259.82,0.0118765014438055
2020-10-30,3269.96,3293.59,3304.93,3233.94,-0.012203669046735501
2020-11-02,3310.24,3296.2,3330.14,3279.74,0.012242941894852779
2020-11-03,3369.02,3336.25,3389.49,3336.25,0.017601206573166564
2020-11-04,3443.44,3406.46,3486.25,3405.17,0.021849070831928094
2020-11-05,3510.45,3485.74,3529.05,3485.74,0.019273262670013912
2020-11-06,3509.44,3508.34,3521.58,3484.34,-0.00028775379869741254
2020-11-09,3550.5,3583.04,3645.99,3547.48,0.011631958050304203
2020-11-10,3545.53,3543.26,3557.22,3511.91,-0.0014007834839128777
2020-11-11,3572.66,3563.22,3581.16,3557.0,0.007622761226929676
2020-11-12,3537.01,3562.67,3569.02,3518.58,-0.010028678908945363
2020-11-13,3585.15,3552.57,3593.66,3552.57,0.013518576706374859
2020-11-16,3626.91,3600.16,3628.51,3600.16,0.011580731916656505
2020-11-17,3609.53,3610.31,3623.11,3588.68,-0.00480347613410369
2020-11-18,3567.79,3612.09,3619.09,3567.33,-0.011631213479601318
2020-11-19,3581.87,3559.41,3585.22,3543.84,0.003938653922538716
2020-11-20,3557.54,3579.31,3581.23,3556.85,-0.006815715636269892
2020-11-23,3577.59,3566.82,3589.81,3552.77,0.0056200945950578216
2020-11-24,3635.41,3594.52,3642.31,3594.52,0.016032507557285768
2020-11-25,3629.65,3635.5,3635.5,3617.76,-0.0015856720266289198
2020-11-27,3638.35,3638.55,3644.31,3629.33,0.0023940572799516376
2020-11-30,3621.63,3634.18,3634.18,3594.39,-0.004606081438497098
2020-12-01,3662.45,3645.87,3678.45,3645.87,0.011208121636017976
2020-12-02,3669.01,3653.78,3670.96,3644.84,0.0017895485348597621
2020-12-03,3666.72,3668.28,3682.73,3657.17,-0.0006243414287024246
2020-12-04,3699.12,3670.94,3699.2,3670.94,0.008797424045414703
2020-12-07,3691.96,3694.73,3697.41,3678.88,-0.0019374711787083175
2020-12-08,3702.25,3683.05,3708.45,3678.83,0.0027832605897471193
2020-12-09,3672.82,3705.98,3712.39,3660.54,-0.007980983560702697
2020-12-10,3668.1,3659.13,3678.49,3645.18,-0.00128594253865602
2020-12-11,3663.46,3656.08,3665.91,3633.4,-0.0012657607983834493
2020-12-14,3647.49,3675.27,3697.61,3645.84,-0.0043687962305264194
2020-12-15,3694.62,3666.41,3695.29,3659.62,0.012838447626446777
2020-12-16,3701.17,3696.25,3711.27,3688.57,0.0017712784469306416
2020-12-17,3722.48,3713.65,3725.12,3710.87,0.005741126947631056
2020-12-18,3709.41,3722.39,3726.7,3685.84,-0.003517278505023192
2020-12-21,3694.92,3684.28,3702.9,3636.48,-0.003913931036978114
2020-12-22,3687.26,3698.08,3698.26,3676.16,-0.002075268484142857
2020-12-23,3690.01,3693.42,3711.24,3689.28,0.0007455332737925254
2020-12-24,3703.06,3694.03,3703.82,3689.32,0.0035303368029281483
2020-12-28,3735.36,3723.03,3740.51,3723.03,0.008684694603369354
2020-12-29,3727.04,3750.01,3756.12,3723.31,-0.0022298465500115035
2020-12-30,3732.04,3736.19,3744.63,3730.21,0.0013406481091209083
2020-12-31,3756.07,3733.27,3760.2,3726.88,0.006418196978792083
2021-01-04,3700.65,3764.61,3769.99,3662.71,-0.014864718123372964
2021-01-05,3726.86,3698.02,3737.83,3695.07,0.0070575761707220575
2021-01-06,3748.14,3712.2,3783.04,3705.34,0.00569366086621762
2021-01-07,3803.79,3764.71,3811.55,3764.71,0.014738221178340893
2021-01-08,3824.68,3815.05,3826.69,3783.6,0.005476865536105689
2021-01-11,3799.61,3803.14,3817.86,3789.02,-0.006576373761664375
2021-01-12,3801.19,3801.62,3810.78,3776.51,0.00041574571696605784
2021-01-13,3809.84,3802.23,3820.96,3791.5,0.0022730179027713113
2021-01-14,3795.54,3814.98,3823.6,3792.86,-0.0037605002910535887
2021-01-15,3768.25,3788.73,3788.73,3749.62,-0.007215990506594139
2021-01-19,3798.91,3781.88,3804.53,3780.37,0.008103480771510008
2021-01-20,3851.85,3816.22,3859.75,3816.22,0.013839368887685784
2021-01-21,3853.07,3857.46,3861.45,3845.05,0.0003166807728557909
2021-01-22,3841.47,3844.24,3852.31,3830.41,-0.003015127294928243
2021-01-25,3855.36,3851.68,3859.23,3797.16,0.003609282023548102
2021-01-26,3849.62,3862.96,3870.9,3847.78,-0.0014899457394751568
2021-01-27,3750.77,3836.83,3836.83,3732.48,-0.02601328989204868
2021-01-28,3787.38,3755.75,3830.5,3755.75,0.009713334927599454
2021-01-29,3714.24,3778.05,3778.05,3694.12,-0.019500405967127862
2021-02-01,3773.86,3731.17,3784.32,3725.62,0.015924269140718334
2021-02-02,3826.31,3791.84,3843.09,3791.84,0.013802541965649213
2021-02-03,3830.17,3840.27,3847.51,3816.68,0.0010082963259948519
2021-02-04,3871.74,3836.66,3872.42,3836.66,0.010794829768938023
2021-02-05,3886.83,3878.3,3894.56,3874.93,0.0038898969855535024
2021-02-08,3915.59,3892.59,3915.77,3892.59,0.007372105129886368
2021-02-09,3911.23,3910.49,3918.35,3902.64,-0.0011141179817578345
2021-02-10,3909.88,3920.78,3931.5,3884.94,-0.0003452195438772965
2021-02-11,3916.38,3916.4,3925.99,3890.39,0.0016610747648429303
2021-02-12,3934.83,3911.65,3937.23,3905.78,0.004699921149026049
2021-02-16,3932.59,3939.61,3950.43,3923.85,-0.000569437009979914
2021-02-17,3931.33,3918.5,3933.61,3900.43,-0.0003204508720288016
2021-02-18,3913.97,3915.86,3921.98,3885.03,-0.00442558686962702
2021-02-19,3906.71,3921.16,3930.41,3903.07,-0.0018566165820490526
2021-02-22,3876.5,3885.55,3902.92,3874.71,-0.007762902892533376
2021-02-23,3881.37,3857.07,3895.98,3805.59,0.0012554994192235645
2021-02-24,3925.43,3873.71,3928.65,3859.6,0.011287715277782164
2021-02-25,3829.34,3915.8,3925.02,3814.04,-0.024783434790564104
2021-02-26,3811.15,3839.66,3861.08,3789.54,-0.004761483718072275
2021-03-01,3901.82,3842.51,3914.5,3842.51,0.023512130081996933
2021-03-02,3870.29,3903.64,3906.41,3868.57,-0.008113671312552936
2021-03-03,3819.72,3863.99,3874.47,3818.86,-0.013152318131987126
2021-03-04,3768.47,3818.53,3843.67,3723.34,-0.013508037960082262
2021-03-05,3841.94,3793.58,3851.69,3730.19,0.019308363815583877
2021-03-08,3821.35,3844.39,3881.06,3819.25,-0.005373684030541239
2021-03-09,3875.44,3851.93,3903.76,3851.93,0.014055441418613446
2021-03-10,3898.81,3891.99,3917.35,3885.73,0.006012173623113212
2021-03-11,3939.34,3915.54,3960.27,3915.54,0.010341818218279307
2021-03-12,3943.34,3924.52,3944.99,3915.21,0.0010148833501624158
2021-03-15,3968.94,3942.96,3970.08,3923.54,0.006470976590856805
2021-03-16,3962.71,3973.59,3981.04,3953.44,-0.0015709218841469892
2021-03-17,3974.12,3949.57,3983.87,3935.74,0.002875205304977583
2021-03-18,3915.46,3953.5,3969.62,3910.86,-0.014870520601810135
2021-03-19,3913.1,3913.14,3930.12,3886.75,-0.0006029206064693933
2021-03-22,3940.59,3916.48,3955.31,3914.16,0.0070005595506540804
2021-03-23,3910.52,3937.6,3949.13,3901.57,-0.007660100809949314
2021-03-24,3889.14,3919.93,3942.08,3889.07,-0.005482303984823847
2021-03-25,3909.52,3879.34,3919.54,3853.5,0.005226550815926714
2021-03-26,3974.54,3917.12,3978.19,3917.12,0.016494413826353246
2021-03-29,3971.09,3969.31,3981.83,3943.25,-0.0008684019308247895
2021-03-30,3958.55,3963.34,3968.01,3944.35,-0.0031628196118815713
2021-03-31,3972.89,3967.25,3994.41,3966.98,0.003615992965994899
2021-04-01,4019.87,3992.78,4020.63,3992.78,0.01175577423688851
2021-04-05,4077.91,4034.44,4083.42,4034.44,0.014335038467166317
2021-04-06,4073.94,4075.57,4086.23,4068.14,-0.0009740121110818412
2021-04-07,4079.95,4074.29,4083.13,4068.31,0.0014741432833555816
2021-04-08,4097.17,4089.95,4098.19,4082.54,0.0042117580408072355
2021-04-09,4128.8,4096.11,4129.48,4095.51,0.007690316372555687
2021-04-12,4127.99,4124.71,4131.76,4114.82,-0.00019620215667317165
2021-04-13,4141.59,4130.1,4148.0,4124.43,0.003289166381145364
2021-04-14,4124.66,4143.25,4151.69,4120.87,-0.004096179929697001
2021-04-15,4170.42,4139.76,4173.49,4139.76,0.011033158016154329
2021-04-16,4185.47,4174.14,4191.31,4170.75,0.0036022533265398387
2021-04-19,4163.26,4179.8,4180.81,4150.47,-0.005320582266875933
2021-04-20,4134.94,4159.18,4159.18,4118.38,-0.006825603130708005
2021-04-21,4173.42,4128.42,4175.02,4126.35,0.00926302546911355
2021-04-22,4134.98,4170.46,4179.57,4123.69,-0.009253351856793159
2021-04-23,4180.17,4138.78,4194.17,4138.78,0.010869423861541933
2021-04-26,4187.62,4185.03,4194.19,4182.36,0.001780637890878801
2021-04-27,4186.72,4188.25,4193.35,4176.22,-0.00021494231269923608
2021-04-28,4183.18,4185.14,4201.53,4181.78,-0.0008458882928303167
2021-04-29,4211.47,4206.14,4218.78,4176.81,0.006740032543708107
2021-04-30,4181.17,4198.1,4198.1,4174.85,-0.007220643718202429
2021-05-03,4192.66,4191.98,4209.39,4188.03,0.0027442656970409606
2021-05-04,4164.66,4179.04,4179.04,4128.59,-0.006700737740405456
2021-05-05,4167.59,4177.06,4187.72,4160.94,0.0007032914568740223
2021-05-06,4201.62,4169.14,4202.7,4147.33,0.008132234115911918
2021-05-07,4232.6,4210.34,4238.04,4201.64,0.007346296237811824
2021-05-10,4188.43,4228.29,4236.39,4188.13,-0.010490499399026396
2021-05-11,4152.1,4150.34,4162.04,4111.53,-0.008711731693215893
2021-05-12,4063.04,4130.55,4134.73,4056.88,-0.021682768452684537
2021-05-13,4112.5,4074.99,4131.58,4074.99,0.012099654192200689
2021-05-14,4173.85,4129.58,4183.13,4129.58,0.01480775516646066
2021-05-17,4163.29,4169.92,4171.92,4142.69,-0.00253324416940257
2021-05-18,4127.83,4165.94,4169.15,4125.99,-0.008553781927838235
2021-05-19,4115.68,4098.45,4116.93,4061.41,-0.0029477755951036366
2021-05-20,4159.12,4121.97,4172.8,4121.97,0.010499443868610717
2021-05-21,4155.86,4168.61,4188.72,4151.72,-0.0007841270013964568
2021-05-24,4197.05,4170.16,4209.52,4170.16,0.009862511119055
2021-05-25,4188.13,4205.94,4213.42,4182.52,-0.002127563955626335
2021-05-26,4195.99,4191.59,4202.61,4184.11,0.0018749737128450623
2021-05-27,4200.88,4201.94,4213.38,4197.78,0.0011647198427041133
2021-05-28,4204.11,4210.77,4218.36,4203.57,0.0007685910772065211
2021-06-01,4202.04,4216.52,4234.12,4197.59,-0.0004924965749694844
2021-06-02,4208.12,4206.82,4217.37,4198.27,0.0014458704850342234
2021-06-03,4192.85,4191.43,4204.39,4167.93,-0.003635298499241423
2021-06-04,4229.89,4206.05,4233.45,4206.05,0.0087952943520972
2021-06-07,4226.52,4229.34,4232.34,4215.66,-0.0007970285684825064
2021-06-08,4227.26,4233.81,4236.74,4208.41,0.00017506961427659565
2021-06-09,4219.55,4232.99,4237.09,4218.74,-0.001825541746812573
2021-06-10,4239.18,4228.56,4249.74,4220.34,0.004641367023082649
2021-06-11,4247.44,4242.9,4248.38,4232.25,0.001946594193743096
2021-06-14,4255.15,4248.31,4255.59,4234.07,0.0018135655401930488
2021-06-15,4246.59,4255.28,4257.16,4238.35,-0.0020137061101785226
2021-06-16,4223.7,4248.87,4251.89,4202.45,-0.005404786783292966
2021-06-17,4221.86,4220.37,4232.29,4196.05,-0.0004357319180995622
2021-06-18,4166.45,4204.78,4204.78,4164.4,-0.013211434948255869
2021-06-21,4224.79,4173.4,4226.24,4173.4,0.013905201143734752
2021-06-22,4246.44,4224.61,4255.84,4217.27,0.005111429423335091
2021-06-23,4241.84,4249.27,4256.6,4241.43,-0.0010838474815418405
2021-06-24,4266.49,4256.97,4271.28,4256.97,0.005794337776572367
2021-06-25,4280.7,4274.45,4286.12,4271.16,0.0033250724723028176
2021-06-28,4290.61,4284.9,4292.14,4274.67,0.00231236635141237
2021-06-29,4291.8,4293.21,4300.52,4287.04,0.00027731138634168957
2021-06-30,4297.5,4290.65,4302.43,4287.96,0.001327232914611209
2021-07-01,4319.94,4300.73,4320.66,4300.73,0.005208054995811113
2021-07-02,4352.34,4326.6,4355.43,4326.6,0.007472118231364166
2021-07-06,4343.54,4356.46,4356.46,4314.37,-0.0020239476634912454
2021-07-07,4358.13,4351.01,4361.88,4329.79,0.0033533824363036076
2021-07-08,4320.82,4321.07,4330.88,4289.37,-0.008597867216573877
2021-07-09,4369.55,4329.38,4371.6,4329.38,0.011214829918570923
2021-07-12,4384.63,4372.41,4386.68,4364.03,0.0034452147239393167
2021-07-13,4369.21,4381.07,4392.37,4366.92,-0.003523028967647122
2021-07-14,4374.3,4380.11,4393.68,4362.36,0.0011642922750682311
2021-07-15,4360.03,4369.02,4369.02,4340.7,-0.003267568936996537
2021-07-16,4327.16,4367.43,4375.09,4322.53,-0.007567500391698108
2021-07-19,4258.49,4296.4,4296.4,4233.13,-0.015996800327963308
2021-07-20,4323.06,4265.11,4336.84,4262.05,0.015048847488145101
2021-07-21,4358.69,4331.13,4359.7,4331.13,0.008208068658883821
2021-07-22,4367.48,4361.27,4369.87,4350.06,0.0020146302382427882
2021-07-23,4411.79,4381.2,4415.18,4381.2,0.010094319060166316
2021-07-26,4422.3,4409.58,4422.73,4405.45,0.0023794199422129485
2021-07-27,4401.46,4416.38,4416.38,4372.51,-0.004723618672649374
2021-07-28,4400.64,4402.95,4415.47,4387.01,-0.0001863191743724431
2021-07-29,4419.15,4403.59,4429.97,4403.59,0.004197385011620316
2021-07-30,4395.26,4395.12,4412.25,4389.65,-0.005420682382193263
2021-08-02,4387.16,4406.86,4422.18,4384.81,-0.0018445946098472469
2021-08-03,4423.15,4392.74,4423.79,4373.0,0.008170019032652822
2021-08-04,4402.66,4415.95,4416.17,4400.23,-0.00464320822964288
2021-08-05,4429.1,4408.86,4429.76,4408.86,0.00598749943154757
2021-08-06,4436.52,4429.07,4440.82,4429.07,0.0016738821949274498
2021-08-09,4432.35,4437.77,4439.39,4424.74,-0.0009403678951865314
2021-08-10,4436.75,4435.79,4445.21,4430.03,0.0009922089864754615
2021-08-11,4447.7,4442.18,4449.44,4436.42,0.002464982197991973
2021-08-12,4460.83,4446.08,4461.77,4435.96,0.0029477387419454388
2021-08-13,4468.0,4464.84,4468.37,4460.82,0.001606033834479566
2021-08-16,4479.71,4461.65,4480.26,4437.66,0.0026174309818667143
2021-08-17,4448.08,4462.12,4462.12,4417.83,-0.007085769790768185
2021-08-18,4400.27,4440.94,4454.32,4397.59,-0.010806639720144598
2021-08-19,4405.8,4382.44,4418.61,4367.73,0.0012559520255743905
2021-08-20,4441.67,4410.56,4444.35,4406.8,0.008108577149077301
2021-08-23,4479.53,4450.29,4489.88,4450.29,0.008487698356534068
2021-08-24,4486.23,4484.4,4492.81,4482.28,0.0014945751943348515
2021-08-25,4496.19,4490.45,4501.71,4485.66,0.0022176660815180892
2021-08-26,4470.0,4493.75,4495.9,4468.99,-0.005841962859469615
2021-08-27,4509.37,4474.1,4513.33,4474.1,0.008769045552897689
2021-08-30,4528.79,4513.76,4537.36,4513.76,0.004297341469056862
2021-08-31,4522.68,4529.75,4531.39,4515.8,-0.0013500571571324227
2021-09-01,4524.09,4528.8,4537.11,4522.02,0.0003117134648978685
2021-09-02,4536.95,4534.48,4545.85,4524.66,0.0028385281677768184
2021-09-03,4535.43,4532.42,4541.45,4521.3,-0.0003350829692366939
2021-09-07,4520.03,4535.38,4535.38,4513.0,-0.003401266163481994
2021-09-08,4514.07,4518.09,4521.79,4493.95,-0.0013194454045593487
